articleID;reviewerID
29657;7433033|7432975|7433040
29658;7432940|7432989|7433082
29659;7432973|7432976|7432997
29660;7432974|7433067|7432945
29661;7432915|7432884|7433073
29662;7432963|7432865|7433022
29663;7433067|7433052|7433054
29664;7433032|7433063|7433081
29665;7433065|7432957|7433063
29666;7433048|7433055|7433065
29667;7433070|7432874|7432940
29668;7432921|7432878|7432937
29669;7432898|7432991|7432948
29670;7432983|7432950|7433079
29671;7432871|7432981|7432959
29672;7433017|7432968|7433104
29673;7433016|7432990|7432916
29674;7433057|7433053|7432942
29675;7433048|7432917|7433029
29676;7433086|7432982|7432929
29677;7433105|7432946|7432958
29678;7433040|7433059|7433081
29679;7433033|7432866|7433112
29680;7433030|7433056|7433029
29681;7432926|7433110|7433043
29682;7432931|7433112|7432938
29683;7433103|7433009|7433109
29684;7433011|7432925|7433027
29685;7432989|7433111|7433058
29686;7433048|7432974|7432874
29687;7432947|7432943|7432948
29688;7432946|7432989|7432999
29689;7432881|7432957|7432896
29690;7433084|7433038|7433026
29691;7432996|7432956|7433028
29692;7432904|7432961|7433073
29693;7432947|7433009|7433113
29694;7433074|7433015|7432910
29695;7433075|7433028|7432926
29696;7432901|7432916|7432872
29697;7432884|7432865|7433072
29698;7433046|7433105|7433084
29699;7432929|7433108|7433111
29700;7433111|7433109|7432984
29701;7433109|7433061|7432911
29702;7432890|7432969|7432911
29703;7433077|7432950|7433113
29704;7433058|7433082|7432954
29705;7433048|7432867|7432927
29706;7433100|7432943|7433009
29707;7432955|7432911|7433067
29708;7432993|7433012|7433074
29709;7432920|7433093|7433060
29710;7432966|7432980|7432884
29711;7432994|7433094|7432901
29712;7433089|7432958|7433045
29713;7432867|7432955|7432940
29714;7432995|7432949|7433092
29715;7433024|7432967|7432944
29716;7433058|7433069|7432930
29717;7432949|7432895|7433058
29718;7432887|7432882|7433061
29719;7432977|7433071|7432938
29720;7433000|7432867|7432896
29721;7432883|7433045|7432979
29722;7432969|7432958|7432895
29723;7432912|7432916|7433034
29724;7433103|7433020|7433084
29725;7432865|7432937|7433084
29726;7432911|7432953|7433044
29727;7432945|7433052|7433040
29728;7432960|7432986|7432982
29729;7432964|7433105|7432882
29730;7433067|7432972|7433054
29731;7433096|7432994|7432989
29732;7432952|7432877|7432995
29733;7432965|7432920|7433038
29734;7432872|7433080|7432925
29735;7432944|7433026|7432982
29736;7432983|7432873|7433031
29737;7432913|7432985|7432961
29738;7433093|7432876|7433052
29739;7433076|7432921|7433032
29740;7432902|7432959|7433066
29741;7432907|7433081|7433113
29742;7433109|7432939|7433096
29743;7432897|7432917|7432968
29744;7432996|7432866|7432939
29745;7432984|7433055|7432980
29746;7433081|7433113|7433072
29747;7432957|7433003|7432945
29748;7433025|7432890|7432984
29749;7433016|7433051|7433097
29750;7433038|7432866|7433069
29751;7432983|7433052|7432867
29752;7432877|7432942|7432883
29753;7432943|7432926|7432959
29754;7432940|7432868|7432989
29755;7433108|7433025|7433093
29756;7432873|7433055|7433052
29757;7433044|7433010|7432915
29758;7432910|7433102|7433032
29759;7433044|7433094|7432910
29760;7433080|7432895|7432878
29761;7432866|7432975|7433010
29762;7432988|7432995|7432938
29763;7432940|7432949|7432947
29764;7433020|7433033|7432943
29765;7433031|7433064|7432880
29766;7432983|7432866|7432979
29767;7432980|7432882|7432992
29768;7432959|7433055|7432962
29769;7433083|7432996|7432869
29770;7432989|7432946|7433011
29771;7432975|7433090|7432971
29772;7433100|7432895|7433101
29773;7432986|7433083|7432887
29774;7433053|7433107|7433051
29775;7433018|7433068|7433094
29776;7433000|7432962|7432953
29777;7432900|7433087|7433011
29778;7433093|7432867|7432887
29779;7432865|7432968|7433070
29780;7432959|7433109|7432975
29781;7433034|7432938|7433086
29782;7433061|7433088|7433110
29783;7432997|7432944|7433078
29784;7432953|7432881|7433062
29785;7432981|7433015|7432946
29786;7433061|7432984|7432985
29787;7432881|7433038|7432963
29788;7433074|7432882|7432940
29789;7433048|7432969|7432893
29790;7433104|7432978|7432921
29791;7432893|7432898|7432919
29792;7432868|7433091|7432903
29793;7432988|7433102|7433051
29794;7432905|7432966|7432902
29795;7432977|7433063|7433103
29796;7433064|7432957|7433083
29797;7432905|7432939|7433001
29798;7432937|7433066|7432929
29799;7433017|7432917|7433095
29800;7432871|7433069|7433093
29801;7432928|7432923|7433113
29802;7432968|7432989|7432913
29803;7432964|7433106|7433071
29804;7433022|7433086|7432884
29805;7432947|7433105|7432967
29806;7433100|7433107|7432987
29807;7433022|7433047|7433089
29808;7432974|7433091|7433018
29809;7433059|7432912|7432998
29810;7432871|7432881|7433084
29811;7433099|7433092|7432991
29812;7432911|7432914|7432992
29813;7433063|7433067|7432911
29814;7433031|7433030|7432953
29815;7432990|7433057|7432963
29816;7432954|7432972|7432966
29817;7433089|7433020|7432879
29818;7433084|7433026|7433020
29819;7432877|7433113|7432916
29820;7432954|7432972|7433054
29821;7433048|7432973|7433020
29822;7433075|7432948|7432928
29823;7432994|7433099|7432983
29824;7433081|7432947|7433099
29825;7432866|7432993|7432917
29826;7433020|7432971|7432935
29827;7433014|7433002|7433109
29828;7433024|7433022|7432924
29829;7432928|7433033|7432992
29830;7432882|7432971|7432990
29831;7433019|7432911|7432938
29832;7433005|7432953|7433106
29833;7432888|7432968|7432965
29834;7433090|7433097|7433028
29835;7432938|7432997|7433052
29836;7432975|7432901|7433063
29837;7433077|7433008|7432905
29838;7432874|7433079|7432881
29839;7433079|7432965|7433000
29840;7432917|7432922|7433064
29841;7432970|7432894|7433094
29842;7433014|7433025|7433056
29843;7433038|7432989|7433079
29844;7432940|7433018|7432883
29845;7433056|7433102|7432928
29846;7433047|7432896|7433074
29847;7433028|7433057|7432879
29848;7433030|7432991|7433022
29849;7433044|7432932|7433028
29850;7432929|7432996|7432923
29851;7432904|7432932|7432910
29852;7433028|7432915|7432933
29853;7432893|7433051|7433022
29854;7433012|7432881|7432868
29855;7433070|7432981|7433043
29856;7432924|7432872|7432919
29857;7433108|7433016|7432922
29858;7432985|7432956|7433010
29859;7433053|7433064|7432920
29860;7433010|7432986|7433086
29861;7432900|7432889|7433011
29862;7433013|7433077|7433040
29863;7433090|7432888|7432895
29864;7433086|7433093|7433060
29865;7432898|7433024|7432928
29866;7433101|7433041|7432893
29867;7432973|7432997|7433076
29868;7433044|7432910|7432966
29869;7433106|7433031|7433004
29870;7432941|7432921|7432889
29871;7433075|7433102|7432923
29872;7432977|7432913|7432928
29873;7432948|7432921|7433045
29874;7433007|7432871|7433078
29875;7433071|7433080|7433055
29876;7432984|7433070|7432991
29877;7433011|7432920|7433100
29878;7432950|7433021|7432948
29879;7432917|7433068|7433055
29880;7433037|7433070|7433024
29881;7432902|7432928|7433032
29882;7433073|7433107|7432912
29883;7432968|7433031|7432953
29884;7432969|7432994|7432976
29885;7433097|7433050|7432962
29886;7433071|7432888|7432994
29887;7432921|7433110|7433070
29888;7433057|7432978|7432949
29889;7432920|7432896|7433078
29890;7432877|7432931|7432943
29891;7433110|7433094|7433027
29892;7433102|7433054|7432906
29893;7433052|7432887|7432950
29894;7433021|7433102|7432883
29895;7433072|7432929|7432935
29896;7433066|7433075|7433055
29897;7433101|7432905|7433063
29898;7432999|7432872|7432953
29899;7432865|7432875|7432999
29900;7433044|7433076|7432989
29901;7433108|7432928|7432930
29902;7432998|7432935|7433013
29903;7433058|7432982|7432902
29904;7432956|7432957|7432940
29905;7433029|7432895|7432957
29906;7432914|7433052|7433058
29907;7433079|7432866|7432990
29908;7432990|7432901|7432905
29909;7432929|7432891|7432971
29910;7432876|7432898|7432866
29911;7433027|7433033|7432867
29912;7433109|7432969|7433071
29913;7432949|7432899|7433039
29914;7433027|7432984|7432994
29915;7433105|7432875|7433024
29916;7433026|7433022|7432904
29917;7433058|7433051|7433039
29918;7433030|7432971|7433092
29919;7432973|7432904|7433038
29920;7432974|7432952|7432968
29921;7433069|7433105|7433083
29922;7433058|7432872|7433013
29923;7433097|7433004|7432938
29924;7433038|7432993|7433049
29925;7433110|7433036|7432941
29926;7432906|7432921|7432876
29927;7432906|7432962|7432923
29928;7432947|7432943|7432952
29929;7433107|7433048|7432981
29930;7433076|7432926|7432883
29931;7433060|7433024|7433110
29932;7432911|7432975|7433101
29933;7433024|7432952|7433054
29934;7433061|7433065|7433072
29935;7432968|7432911|7432950
29936;7433106|7433090|7433113
29937;7432869|7433058|7433054
29938;7432993|7432966|7433024
29939;7432921|7432970|7433025
29940;7433113|7432901|7432933
29941;7432946|7433099|7432940
29942;7433097|7433004|7432894
29943;7432994|7433084|7433031
29944;7432956|7432889|7433096
29945;7432901|7432949|7433072
29946;7432948|7433049|7432992
29947;7432886|7433010|7433002
29948;7432938|7433088|7432988
29949;7433106|7432988|7432932
29950;7433081|7432905|7433032
29951;7433019|7433080|7432879
29952;7432918|7433019|7432885
29953;7432871|7432986|7432995
29954;7433081|7432923|7432983
29955;7432873|7432916|7432968
29956;7432912|7432939|7432869
29957;7432904|7432929|7432906
29958;7432956|7432882|7432974
29959;7432965|7433099|7432979
29960;7433025|7433067|7433034
29961;7433081|7432969|7432868
29962;7432921|7432911|7432912
29963;7433089|7432925|7432984
29964;7433043|7433009|7432901
29965;7433097|7433034|7432969
29966;7432998|7432992|7432921
29967;7433072|7432865|7432869
29968;7432897|7432931|7433055
29969;7432910|7433077|7433081
29970;7432942|7432988|7433026
29971;7433003|7433040|7432916
29972;7432924|7432961|7432893
29973;7432955|7432946|7432888
29974;7433069|7433013|7433036
29975;7432870|7432892|7432885
29976;7433098|7433026|7433077
29977;7432949|7433113|7432896
29978;7433075|7433112|7433083
29979;7432923|7432981|7432984
29980;7433089|7432958|7432963
29981;7432896|7432968|7432999
29982;7432897|7432929|7432922
29983;7433041|7433058|7433065
29984;7433071|7432970|7433015
29985;7432945|7433078|7432937
29986;7433062|7433030|7433080
29987;7433060|7433093|7432977
29988;7433039|7432889|7432911
29989;7432993|7433006|7433059
29990;7433006|7432945|7432992
29991;7433007|7432905|7433085
29992;7433007|7432921|7433081
29993;7432867|7432875|7432885
29994;7432960|7433079|7433003
29995;7432974|7432984|7432883
29996;7432894|7432898|7432921
29997;7432922|7433014|7433021
29998;7433009|7432930|7433078
29999;7433042|7433085|7433033
30000;7433111|7433047|7432950
30001;7433078|7433083|7433014
30002;7432953|7433095|7433105
30003;7432895|7432870|7432867
30004;7433040|7432965|7432879
30005;7432937|7432998|7433111
30006;7432950|7433041|7433064
30007;7432956|7433067|7433033
30008;7432866|7432882|7433057
30009;7432870|7432919|7433038
30010;7432921|7433003|7432889
30011;7433097|7433063|7432866
30012;7432875|7433032|7432975
30013;7433032|7432920|7432978
30014;7433070|7432987|7433043
30015;7433082|7432915|7433006
30016;7432975|7432988|7433045
30017;7433031|7432979|7433021
30018;7432912|7432922|7433085
30019;7432883|7432968|7432900
30020;7433000|7432922|7432895
30021;7433026|7433025|7432982
30022;7432912|7433009|7432981
30023;7433100|7432876|7433072
30024;7432988|7433086|7433041
30025;7432976|7433072|7433059
30026;7432961|7433071|7432932
30027;7433106|7433065|7433102
30028;7433103|7433024|7432931
30029;7432890|7433050|7432950
30030;7433093|7433044|7432957
30031;7432889|7433079|7432955
30032;7433017|7433099|7433080
30033;7433060|7432995|7432868
30034;7433021|7432899|7433044
30035;7432999|7433055|7432892
30036;7432885|7432993|7432893
30037;7432882|7432943|7432945
30038;7433012|7432866|7433031
30039;7433080|7433062|7433036
30040;7433063|7433024|7433113
30041;7433073|7433044|7432940
30042;7432968|7433084|7432907
30043;7432902|7432987|7432907
30044;7432905|7433065|7432884
30045;7432952|7432986|7432933
30046;7432910|7433028|7432963
30047;7432870|7433087|7432962
30048;7433073|7432983|7432890
30049;7432911|7432992|7433074
30050;7433079|7432926|7432924
30051;7433096|7432990|7432926
30052;7433079|7433103|7432908
30053;7432878|7433050|7432956
30054;7432986|7433057|7433024
30055;7433003|7432875|7433032
30056;7433036|7432899|7433100
30057;7432933|7432992|7433000
30058;7433053|7433018|7432897
30059;7432974|7432941|7432969
30060;7433013|7433103|7432998
30061;7432983|7433097|7433050
30062;7432962|7433053|7433044
30063;7433058|7433104|7432912
30064;7432919|7432984|7433048
30065;7432978|7432922|7432989
30066;7432969|7433036|7432981
30067;7432915|7432943|7432890
30068;7433010|7432974|7433041
30069;7433047|7432904|7432920
30070;7433065|7432898|7433026
30071;7433095|7433090|7432888
30072;7433042|7432940|7432910
30073;7433026|7432965|7433081
30074;7433087|7433061|7433074
30075;7433037|7432959|7432972
30076;7432972|7433072|7432867
30077;7432957|7432987|7433020
30078;7432879|7432968|7433070
30079;7432910|7432992|7432926
30080;7432878|7433101|7432997
30081;7433043|7432971|7433090
30082;7433056|7433058|7433062
30083;7432941|7433003|7432877
30084;7432978|7433013|7433039
30085;7433023|7432952|7433069
30086;7433016|7433042|7432980
30087;7433053|7433088|7433026
30088;7432865|7433086|7432972
30089;7432923|7433009|7433056
30090;7432990|7433087|7432966
30091;7433064|7433072|7432965
30092;7433063|7432934|7433040
30093;7433039|7433018|7432957
30094;7433058|7432922|7432902
30095;7432910|7432965|7432886
30096;7433083|7432970|7433068
30097;7433097|7433094|7432887
30098;7432994|7432866|7432937
30099;7432894|7432933|7433020
30100;7432944|7433108|7433111
30101;7432883|7432983|7433073
30102;7432913|7432876|7432889
30103;7433108|7433059|7432889
30104;7433101|7432977|7432952
30105;7433107|7432922|7432944
30106;7433054|7432901|7432882
30107;7433027|7433046|7433032
30108;7432892|7433001|7433098
30109;7433084|7432991|7432880
30110;7432893|7432890|7432956
30111;7432943|7433012|7432927
30112;7432931|7433079|7433102
30113;7432943|7432910|7432960
30114;7432930|7433013|7433059
30115;7433059|7432978|7433046
30116;7432966|7432932|7433113
30117;7432939|7433022|7432881
30118;7433093|7433047|7432989
30119;7432953|7432926|7432989
30120;7432970|7432865|7432960
30121;7432910|7432899|7432972
30122;7432951|7432868|7432912
30123;7433019|7433104|7433109
30124;7433110|7433070|7433106
30125;7433038|7433034|7433084
30126;7432962|7432982|7433080
30127;7432900|7433105|7432962
30128;7433062|7433083|7433060
30129;7432870|7433020|7432940
30130;7432950|7433094|7432869
30131;7433059|7433024|7433010
30132;7433101|7432952|7432913
30133;7432998|7432873|7433038
30134;7432982|7432878|7433083
30135;7433043|7432928|7432948
30136;7432913|7432975|7432954
30137;7433017|7433036|7432875
30138;7432931|7432947|7433003
30139;7432949|7433060|7432878
30140;7432995|7432920|7432952
30141;7433101|7432888|7433086
30142;7433107|7433045|7433070
30143;7432904|7432868|7433062
30144;7433058|7433080|7432869
30145;7432943|7432907|7432893
30146;7432897|7432936|7433096
30147;7432917|7432997|7432913
30148;7432985|7432956|7433072
30149;7432904|7433050|7432976
30150;7433055|7432906|7432961
30151;7433078|7433097|7432935
30152;7433012|7432868|7432883
30153;7432896|7432886|7432985
30154;7433060|7432984|7432891
30155;7432875|7432936|7432993
30156;7432933|7432943|7432994
30157;7432918|7432998|7432873
30158;7432962|7433034|7432942
30159;7433016|7432868|7433111
30160;7432905|7432873|7432962
30161;7433086|7432930|7433052
30162;7432973|7432968|7432997
30163;7432994|7433030|7433109
30164;7432880|7432947|7433091
30165;7432868|7432893|7433099
30166;7432972|7433027|7433012
30167;7433013|7433027|7433028
30168;7432943|7433113|7432896
30169;7432926|7432985|7432893
30170;7432934|7432906|7433028
30171;7433062|7433097|7433031
30172;7433107|7433034|7433045
30173;7432940|7432945|7433111
30174;7432966|7432879|7433053
30175;7433052|7432979|7432917
30176;7433013|7433042|7432907
30177;7432985|7433096|7433014
30178;7432911|7432947|7432866
30179;7432951|7433080|7432977
30180;7432957|7432901|7432960
30181;7433079|7433098|7432958
30182;7432899|7432950|7432912
30183;7433098|7433061|7432889
30184;7433106|7433008|7432896
30185;7433094|7433051|7433081
30186;7433017|7432979|7432982
30187;7432884|7433087|7433102
30188;7433050|7432998|7432894
30189;7432971|7432944|7433090
30190;7433072|7433053|7433104
30191;7432951|7432870|7432920
30192;7432971|7433013|7433065
30193;7433093|7433059|7433085
30194;7432985|7432988|7432962
30195;7433096|7433085|7432912
30196;7432913|7432969|7432929
30197;7432928|7433003|7432970
30198;7432944|7432978|7432918
30199;7433003|7433023|7432999
30200;7433037|7432944|7432916
30201;7433061|7432946|7432925
30202;7432901|7432892|7433060
30203;7433070|7432972|7433056
30204;7433046|7432891|7432901
30205;7432995|7432886|7432954
30206;7432980|7433092|7432933
30207;7432958|7432977|7432909
30208;7433040|7432925|7432913
30209;7432913|7432951|7432979
30210;7433017|7432973|7432866
30211;7433030|7432870|7433018
30212;7432869|7432897|7433098
30213;7433100|7432890|7432986
30214;7433031|7432980|7432930
30215;7433070|7433027|7433061
30216;7432880|7432873|7432869
30217;7433066|7433090|7433063
30218;7432897|7433010|7432910
30219;7433065|7433045|7433098
30220;7432945|7433105|7432879
30221;7432951|7432953|7432923
30222;7433072|7433097|7432924
30223;7433059|7433090|7433015
30224;7432877|7432983|7432913
30225;7433060|7432995|7432960
30226;7433073|7432940|7432960
30227;7433053|7432872|7432918
30228;7432935|7432911|7432906
30229;7432942|7432958|7433050
30230;7432932|7433024|7432936
30231;7432955|7432921|7432977
30232;7432978|7433057|7433078
30233;7433039|7432867|7432945
30234;7432887|7432881|7433063
30235;7433105|7433103|7433021
30236;7433015|7432883|7433099
30237;7433005|7433097|7433113
30238;7433058|7432982|7433087
30239;7432909|7433002|7433017
30240;7432949|7432939|7432930
30241;7433083|7432966|7432990
30242;7433024|7432889|7433058
30243;7432992|7433074|7433050
30244;7433034|7432979|7432883
30245;7432959|7433097|7432946
30246;7433088|7432954|7433010
30247;7432949|7432869|7432912
30248;7433051|7432881|7433014
30249;7432865|7433014|7432895
30250;7433041|7433112|7433105
30251;7432924|7433110|7433106
30252;7432907|7432967|7432937
30253;7432973|7432896|7432895
30254;7433017|7433028|7433073
30255;7433038|7432886|7432950
30256;7433040|7433020|7432905
30257;7432973|7432905|7432952
30258;7432873|7433035|7432944
30259;7432906|7433062|7433080
30260;7433025|7433105|7433044
30261;7433064|7433045|7432903
30262;7433039|7433086|7433095
30263;7433085|7432924|7433064
30264;7433068|7432882|7433103
30265;7432986|7433045|7432943
30266;7432867|7433091|7432899
30267;7433080|7432898|7433067
30268;7432900|7433096|7433011
30269;7432933|7433032|7432939
30270;7432883|7433032|7432900
30271;7433008|7432973|7432986
30272;7433112|7432906|7433097
30273;7433035|7432871|7433112
30274;7432866|7432949|7433043
30275;7433028|7433030|7433075
30276;7432995|7432985|7433076
30277;7433031|7432881|7433010
30278;7432929|7433049|7433085
30279;7433075|7432874|7432990
30280;7432986|7432947|7433025
30281;7432984|7433105|7432876
30282;7432881|7433010|7433005
30283;7433101|7432885|7432947
30284;7432975|7433041|7432993
30285;7432889|7432967|7433008
30286;7432994|7432931|7432952
30287;7433085|7433072|7432983
30288;7432880|7432996|7433078
30289;7433000|7432935|7432886
30290;7432919|7432951|7433027
30291;7432938|7432893|7432990
30292;7433059|7432942|7432927
30293;7432997|7432952|7432976
30294;7432937|7432973|7432898
30295;7432983|7432996|7433086
30296;7432963|7432989|7433038
30297;7433044|7432897|7433003
30298;7433066|7432899|7433101
30299;7433089|7433094|7433058
30300;7433027|7433108|7432997
30301;7433065|7433026|7433016
30302;7433113|7432869|7433063
30303;7432929|7432967|7432949
30304;7432998|7432970|7432937
30305;7433091|7432951|7433030
30306;7432907|7433018|7433049
30307;7433089|7432944|7433007
30308;7432956|7432893|7433079
30309;7433052|7432900|7433097
30310;7433100|7433080|7432884
30311;7433113|7433075|7433103
30312;7432932|7432920|7432992
30313;7432962|7432947|7432899
30314;7433054|7432892|7432914
30315;7432866|7432969|7432974
30316;7433113|7432941|7432896
30317;7433009|7433040|7433003
30318;7432998|7432955|7433059
30319;7432940|7433083|7432951
30320;7432956|7432942|7432985
30321;7432916|7433051|7433060
30322;7432899|7433037|7433083
30323;7432986|7432989|7433065
30324;7432878|7433074|7432957
30325;7432969|7432920|7433066
30326;7433082|7433034|7433004
30327;7432940|7432972|7432901
30328;7433092|7432994|7433039
30329;7432886|7432914|7433087
30330;7433105|7432889|7432874
30331;7433036|7433103|7432964
30332;7433010|7432937|7433036
30333;7433018|7432907|7433095
30334;7432946|7433062|7432989
30335;7432972|7433031|7433068
30336;7433021|7433043|7432968
30337;7432956|7433084|7432916
30338;7432989|7432920|7432970
30339;7433069|7432985|7432952
30340;7432871|7433047|7432979
30341;7432878|7432905|7433095
30342;7433027|7432901|7433100
30343;7432890|7433031|7432911
30344;7433111|7433006|7433082
30345;7433069|7432951|7432930
30346;7433033|7433110|7432976
30347;7432943|7433082|7433046
30348;7433067|7432986|7432956
30349;7432985|7433109|7432977
30350;7433062|7432878|7432867
30351;7432907|7432957|7433008
30352;7433013|7433021|7432874
30353;7433042|7432997|7432912
30354;7432958|7432881|7433077
30355;7433046|7433037|7432905
30356;7432938|7432913|7432919
30357;7433069|7432970|7433068
30358;7433022|7432965|7433034
30359;7432988|7432890|7432934
30360;7432970|7432870|7433074
30361;7432966|7432937|7433061
30362;7433023|7433092|7433070
30363;7433007|7433025|7432955
30364;7432991|7433011|7432996
30365;7432939|7432998|7433063
30366;7432880|7432927|7432993
30367;7432910|7432980|7432972
30368;7432958|7433069|7433085
30369;7432943|7433028|7433096
30370;7432966|7432933|7432909
30371;7432933|7432870|7433016
30372;7433008|7433070|7433093
30373;7433044|7432874|7433050
30374;7432969|7433113|7432881
30375;7432934|7433026|7433109
30376;7433077|7432948|7433075
30377;7433021|7432982|7433046
30378;7432930|7432957|7433072
30379;7432970|7432955|7433048
30380;7432883|7432977|7432899
30381;7432900|7433094|7433067
30382;7433064|7432956|7433013
30383;7432881|7432968|7432907
30384;7433079|7433062|7432988
30385;7432920|7432987|7432902
30386;7432895|7432999|7432985
30387;7432997|7433041|7433093
30388;7432958|7432887|7432981
30389;7432927|7433065|7433031
30390;7433096|7432880|7433029
30391;7432999|7433112|7432939
30392;7433068|7432924|7433065
30393;7432893|7433023|7432936
30394;7432875|7432938|7432968
30395;7433007|7432892|7433060
30396;7432942|7433105|7432995
30397;7432931|7432984|7432951
30398;7432987|7432964|7433032
30399;7432958|7433095|7432987
30400;7433025|7432999|7432908
30401;7433085|7432992|7432919
30402;7432992|7433090|7432874
30403;7432923|7432885|7433006
30404;7432999|7432980|7433106
30405;7433104|7432902|7432997
30406;7432934|7433020|7432918
30407;7432962|7433075|7433077
30408;7432891|7433064|7433024
30409;7433027|7432990|7432961
30410;7433105|7432935|7432908
30411;7432877|7433055|7432871
30412;7433040|7433063|7432925
30413;7432889|7432925|7433096
30414;7432948|7432917|7432897
30415;7432924|7432875|7432985
30416;7433016|7432976|7432903
30417;7432998|7433019|7432879
30418;7433054|7433005|7433106
30419;7433046|7432960|7433049
30420;7432905|7432959|7433035
30421;7433067|7433064|7432995
30422;7433103|7433082|7433093
30423;7432875|7433111|7433108
30424;7433056|7432957|7432918
30425;7432953|7432994|7432893
30426;7432942|7432991|7432980
30427;7433020|7432965|7433109
30428;7432928|7432906|7433086
30429;7433048|7432964|7432877
30430;7433073|7432983|7432970
30431;7432897|7433088|7433027
30432;7432911|7433089|7432975
30433;7433015|7432922|7432865
30434;7433040|7432994|7433103
30435;7433080|7432900|7433030
30436;7432991|7433094|7432906
30437;7432886|7432908|7433022
30438;7432872|7433068|7433094
30439;7433075|7433026|7432951
30440;7432869|7432954|7433082
30441;7432988|7432922|7433054
30442;7432930|7433095|7433037
30443;7432923|7433043|7432913
30444;7432982|7432945|7433072
30445;7432970|7433054|7432934
30446;7433018|7433024|7432886
30447;7432911|7432885|7433074
30448;7433008|7433075|7432922
30449;7433097|7433055|7433083
30450;7433014|7432969|7433023
30451;7432896|7432911|7433025
30452;7433008|7433099|7432886
30453;7432869|7432912|7433079
30454;7433013|7432922|7432931
30455;7433084|7433080|7433033
30456;7432880|7432867|7433112
30457;7433088|7432990|7432867
30458;7432920|7433059|7433041
30459;7433021|7433005|7432903
30460;7432874|7432889|7433072
30461;7432989|7432870|7433025
30462;7433026|7432942|7433034
30463;7433021|7432881|7433077
30464;7433063|7432946|7432994
30465;7432959|7432988|7433050
30466;7432914|7432911|7432887
30467;7432918|7432952|7432897
30468;7432865|7433003|7432879
30469;7432937|7432993|7432985
30470;7432985|7433108|7433088
30471;7432919|7432866|7432891
30472;7432971|7433094|7433056
30473;7432922|7433087|7433068
30474;7433097|7432894|7433067
30475;7432999|7432917|7433092
30476;7433092|7433047|7432997
30477;7433080|7432865|7433102
30478;7432889|7433070|7432896
30479;7433039|7432999|7433007
30480;7432972|7432880|7433041
30481;7433010|7432937|7433058
30482;7432995|7432887|7433071
30483;7432998|7433047|7432879
30484;7432873|7432978|7432901
30485;7432872|7433106|7433039
30486;7432933|7433104|7433067
30487;7432993|7432882|7432924
30488;7432946|7433097|7432883
30489;7432986|7432956|7433033
30490;7432866|7432949|7433014
30491;7432953|7432979|7433022
30492;7433096|7432945|7433079
30493;7432994|7432935|7433024
30494;7432978|7433014|7433030
30495;7432941|7432865|7433080
30496;7432949|7432938|7432951
30497;7432909|7433036|7432869
30498;7433077|7433090|7432944
30499;7432885|7433006|7433010
30500;7432985|7433026|7432990
30501;7432935|7432989|7432874
30502;7433113|7432976|7432993
30503;7433091|7432896|7433074
30504;7433017|7432878|7433054
30505;7433064|7433067|7433060
30506;7432990|7432903|7433006
30507;7432943|7433089|7432955
30508;7433064|7432873|7433011
30509;7432892|7433024|7432923
30510;7433009|7433033|7433080
30511;7432897|7432949|7432954
30512;7432904|7432968|7432993
30513;7432919|7432963|7432890
30514;7433055|7433027|7433038
30515;7433048|7433074|7432947
30516;7432915|7432919|7432988
30517;7432873|7432916|7432936
30518;7433051|7432996|7433092
30519;7432945|7433089|7432877
30520;7432879|7432866|7433070
30521;7433062|7432987|7432939
30522;7432926|7433097|7432886
30523;7433063|7432992|7432887
30524;7433047|7433018|7433038
30525;7432890|7433071|7433064
30526;7433013|7432874|7433092
30527;7432906|7433040|7433101
30528;7432928|7432876|7432986
30529;7433060|7433013|7433109
30530;7433067|7433026|7432911
30531;7432953|7432929|7432999
30532;7433089|7432940|7432942
30533;7432874|7432908|7433003
30534;7433107|7433043|7433074
30535;7433028|7433031|7432961
30536;7432894|7432983|7433082
30537;7433060|7432988|7432964
30538;7433022|7433056|7433089
30539;7432999|7432895|7433061
30540;7433066|7433034|7432883
30541;7433066|7433040|7432971
30542;7433065|7432924|7433014
30543;7433034|7433049|7432873
30544;7432976|7433051|7432975
30545;7433057|7432869|7432889
30546;7432876|7432928|7433052
30547;7433056|7433095|7433112
30548;7433075|7433083|7432907
30549;7432982|7432948|7432990
30550;7433061|7433030|7433002
30551;7433110|7432974|7432958
30552;7433009|7433014|7433029
30553;7433061|7433013|7433045
30554;7433023|7433051|7433009
30555;7432877|7432904|7432960
30556;7432893|7433069|7432931
30557;7432958|7432876|7432897
30558;7432963|7432895|7433045
30559;7432922|7432938|7433037
30560;7432966|7432947|7433058
30561;7433090|7433099|7433071
30562;7433056|7432873|7432941
30563;7433104|7433059|7433065
30564;7433065|7433107|7433095
30565;7432946|7432884|7433009
30566;7433022|7432955|7433109
30567;7432874|7432996|7432958
30568;7433086|7432970|7433065
30569;7433069|7433110|7433035
30570;7432992|7432867|7433065
30571;7433098|7432983|7432935
30572;7433112|7432908|7432990
30573;7433057|7432900|7433034
30574;7432986|7433008|7433040
30575;7432997|7433074|7433079
30576;7432982|7432905|7433035
30577;7432926|7433020|7433010
30578;7432967|7433031|7432925
30579;7433059|7432944|7433079
30580;7433026|7433098|7432873
30581;7432965|7432873|7433085
30582;7432962|7433015|7433016
30583;7432992|7432891|7432879
30584;7432907|7433075|7432896
30585;7432924|7433048|7433018
30586;7432963|7432908|7433057
30587;7432939|7432971|7433002
30588;7433044|7433096|7433087
